Date,User,Tweet,clean,probability,sentiment
2022-09-05 15:00:12+00:00,simply_robo,"2/ $V Analyst Price Target: $243.62 (+23% ▲)

Based on 8 analysts offering 12 month price targets for V in the last 3 months, the average price target is $243.62. 

This represents a +23% ▲ upside from the current price. https://t.co/nBCWOKb7M4",v analyst price target based analysts offering month price targets v last months average price target represents upside current price,0.980918288230896,NEGATIVE
2022-09-05 04:28:51+00:00,dividendking0,"After I get 100 shares of $SCHD, my next goal is to get at least $10 in dividends per quarter from $MSFT &amp; $V.",get shares schd next goal get least dividends per quarter msft amp v,0.9953938722610474,NEGATIVE
2022-09-05 04:28:15+00:00,StockIlluminat1,$V - https://t.co/aAEYegdvxO - Trading The Top 10 Stocks From 40 Large Hedge Funds: Trading Update 9/4/2022,v trading top stocks large hedge funds trading update,0.7515177726745605,POSITIVE
2022-09-04 20:13:15+00:00,simply_robo,"3/ $V 2023 Revenue Forecast: ▲ +10% vs 2021

Revenue for V is forecasted to grow from $24.1B in 2021 to $26.4B by 2023. Revenue has increased on average by 6% year over year. https://t.co/ZFsxy5ErRM",v revenue forecast vs revenue v forecasted grow revenue increased average year year,0.7992525696754456,POSITIVE
2022-09-04 20:13:14+00:00,simply_robo,"2/ $V Analyst Price Target: $243.62 (▲ +23%)

Based on 8 analysts offering 12 month price targets for V in the last 3 months, the average price target is $243.62. This represents a ▲ +23% upside from the current price. https://t.co/52mSqz68Gk",v analyst price target based analysts offering month price targets v last months average price target represents upside current price,0.980918288230896,NEGATIVE
2022-09-04 12:16:07+00:00,01Core_Ben,"The spread between the top dog $IBM and the smallest company in the top 10 is about 4X. Today, the spread is 6X from $AAPL to $V.",spread top dog ibm smallest company top today spread aapl v,0.9622790813446045,NEGATIVE
2022-09-03 14:34:03+00:00,0NEH0TM0MMA,Got my dividends yesterday from $V and $CHD and purchased more...,got dividends yesterday v chd purchased,0.5555405020713806,POSITIVE
2022-09-02 22:16:54+00:00,Etoro_Airwalk86,"#portfolio update for the @etoro family.

- 10.88% vs - 18.19% from #SPX 
Unhappy of course to be reporting losses but still outperforming the indices.

Contributiors; $SPXU $URA &amp; $HII
Contractors; European stocks.

Happy with holdings &amp; eyeing up $V around $185.

#invest $SPY https://t.co/PY94Y0y3vl",portfolio update etoro family vs spx unhappy course reporting losses still outperforming indicescontributiors spxu ura amp hiicontractors european stockshappy holdings amp eyeing v around invest spy,0.9968878626823425,NEGATIVE
2022-09-02 20:45:31+00:00,kingofgains1,"TRADING STATS FROM today 
https://t.co/mdmq9E1ikJ

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W $ARCC https://t.co/p8ZCBVgWqu",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w arcc,0.8908196091651917,POSITIVE
2022-09-02 15:17:22+00:00,Dynamicbrands,"Screen of the day from the top 200 brands universe. 50% weighting to high FcF TTM, 30% to highest FCF growth YOY, 20% to highest shareholder yield. Top 5: $CVX $AXP $META $PFE $ASML here’s top 25. Then look for sustainability. $GOOGL $UPS $VWAGY $CVS $AAPL $V $MSFT $ABT $XOM $BX https://t.co/KTr35GqF1O",screen day top brands universe weighting high fcf ttm highest fcf growth yoy highest shareholder yield top cvx axp meta pfe asml heres top look sustainability googl ups vwagy cvs aapl v msft abt xom bx,0.9978570342063904,POSITIVE
2022-09-02 13:05:36+00:00,DividendBreeder,"Collected a $2.28 dividend from Visa $V yesterday.

It’s low dividend yield, but high dividend growth.

17.8% annual dividend growth rate over the last 5 years, with another raise announcement coming in late-October.",collected dividend visa v yesterdayits low dividend yield high dividend growth annual dividend growth rate last years another raise announcement coming lateoctober,0.9877204298973083,NEGATIVE
2022-09-02 12:20:31+00:00,Retail_Guru,"Great colour from Visa on spend by income group. Solid across board even if mix is shifting to staples for lower income. High-end turbo-charged. UK, where inflation trend is truly scary, only negative call-out. $V $MA $SPY $XLY $XRT https://t.co/YdiKAUfC9k",great colour visa spend income group solid across board even mix shifting staples lower income highend turbocharged uk inflation trend truly scary negative callout v spy xly xrt,0.9514315128326416,POSITIVE
2022-09-02 12:11:56+00:00,Retail_Guru,"This from Visa CFO is key. Card spend data doesn’t capture sentiment &amp; so isn’t proxy for future spend. But encouraging that in face of relentless negative media stories &amp; real inflationary pressure, picture still stable. $V $MA $XLY $XLP $SPY https://t.co/gMEdWrWkSa https://t.co/rHGHvNjTvO",visa cfo key card spend data doesnt capture sentiment amp isnt proxy future spend encouraging face relentless negative media stories amp real inflationary pressure picture still stable v xly xlp spy,0.9996814727783203,NEGATIVE
2022-09-02 09:59:41+00:00,wealthybossmen,"Starting the month of right! A nice $26 divvy from $V!

What's you favorite fintech stock??

#dividendgrowthstocks #dividendaristocrats #dividendkings #dividends #dividendcontenders #fintech #technology #finance #bearmarket https://t.co/Fyubt0Se5x",starting month right nice divvy vwhats favorite fintech stockdividendgrowthstocks dividendaristocrats dividendkings dividends dividendcontenders fintech technology finance bearmarket,0.9966865181922913,POSITIVE
2022-09-02 07:51:48+00:00,fPDZv7Q93GTTT5L,"本日、Visa( $V )より配当$8.45(25株)が入金されました。

I've received dividends from Visa( $V ) today.
$8.45(25 shares)",visa v ive received dividends visa v today shares,0.9950171113014221,NEGATIVE
2022-09-01 22:28:47+00:00,rmvw27,"Received $1.61 in dividends from $AFL, $13.00 from $INTC and $1.81 from $V! #DividendInvesting",received dividends afl intc v dividendinvesting,0.9353199601173401,NEGATIVE
2022-09-01 21:23:56+00:00,Retail_Guru,"@HedgeyeRetail Inflation pressures are very real as also news headlines (which account for large part of why consumer sentiment is on the floor) but I would much rather take my read on consumer from $MCD $WMT, $V, $HD &amp; $KO than from $KSS. There's stress but not armageddon (yet).",hedgeyeretail inflation pressures real also news headlines account large part consumer sentiment floor would much rather take read consumer mcd wmt v hd amp ko kss theres stress not armageddon yet,0.9956017732620239,NEGATIVE
2022-09-01 19:51:21+00:00,dividend_data,"$75.2 in dividends earned today! $28.66 from $INTC, $21.52 from $KR, $20.88 from $SJM, and $4.14 from $V",dividends earned today intc kr sjm v,0.9964891672134399,POSITIVE
2022-09-01 17:54:11+00:00,dividend_glenn,Received $0.32 in dividends today from $V,received dividends today v,0.6157220005989075,NEGATIVE
2022-09-01 15:32:00+00:00,Tiger01255,"TRADING STATS FROM today 
https://t.co/rFUdY4OUr5

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/6EKTbFdHf7",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-09-01 13:58:21+00:00,Bendvanduuren_,"Received $4.75 in dividends from $INTC, $1.13 in dividends from $V, $1.19 in dividends from $AWR and $1.57 in dividends from $CMI",received dividends intc dividends v dividends awr dividends cmi,0.9136746525764465,NEGATIVE
2022-09-01 13:38:38+00:00,RBsDividends,"A huge start to September. Will be a big month of Dividends! 🔥

Received $0.32 in dividends from $V
Received $1.47 in dividends from $SJM
Received $0.17 in dividends from $KR
Received $3.29 in dividends from $INTC",huge start september big month dividends received dividends vreceived dividends sjmreceived dividends krreceived dividends intc,0.9970543384552002,NEGATIVE
2022-09-01 12:57:10+00:00,Divy_strategist,"Baby dividend received from $V this morning. 

I will be confusing to add to this position.",baby dividend received v morning confusing add position,0.999777615070343,NEGATIVE
2022-09-01 12:40:57+00:00,DividendDesi,"@optguru Got my dividend from $ABR, I do hold $V need to see that have not posted yet 😳",optguru got dividend abr hold v need see not posted yet,0.8293991684913635,NEGATIVE
2022-09-01 04:57:49+00:00,Vinesh00518,"TRADING STATS FROM TODAY https://t.co/GmNbJpfaX2

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/LgUofzIv0P",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-09-01 00:26:50+00:00,Vinesh00518,"TRADING STATS FROM TODAY https://t.co/GmNbJpfaX2

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/cqax3m5Fnv",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-31 18:54:19+00:00,nappedonthebed,"TRADING STATS FROM today 
https://t.co/jYRyDKe703

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/iiUKrb0NPk",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-31 16:32:00+00:00,philip30964,"TRADING STATS FROM today 
https://t.co/2Gl5v66Nta

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/VlyMa4A5Mg",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-31 10:21:00+00:00,TheTranscript_,"ICYMI: 

$V: ""August US payments volume...was up 11% YoY, flat with July, while Credit &amp; Debit grew 17% &amp; 7%, respectively, both up 1 point from July. Compared to 2019, August US payments volume was 144%...with Credit at 136%..and Debit at 154%"" https://t.co/9nVKEfHmAD",icymi v august us payments volumewas yoy flat july credit amp debit grew amp respectively point july compared august us payments volume credit debit,0.9991769194602966,NEGATIVE
2022-08-31 02:07:07+00:00,mathMGb,known with probability $p = \frac{C \ln(n)}{n}$ for large enough $C$ then it is possible to reconstruct $V$ from the distances w.h.p. and provide a randomized algorithm with linear expected running time that returns an embedding to [4/5 of https://t.co/LnMLoJfybR],known probability p fracc lnnn large enough c possible reconstruct v distances whp provide randomized algorithm linear expected running time returns embedding,0.9978806972503662,POSITIVE
2022-08-30 21:38:36+00:00,TheTranscript_,"$V: ""August US payments volume...was up 11% YoY, flat with July, while Credit &amp; Debit grew 17% &amp; 7%, respectively, both up 1 point from July. Compared to 2019, August US payments volume was 144%, down 3 points from July, with Credit at 136%, down 2 points, and Debit at 154%"" https://t.co/N27cv5aP3F",v august us payments volumewas yoy flat july credit amp debit grew amp respectively point july compared august us payments volume points july credit points debit,0.9988635778427124,NEGATIVE
2022-08-30 21:28:43+00:00,LongYield,"$V VISA INC - AUGUST CREDIT AND DEBIT GREW 17% AND 7%, RESPECTIVELY, BOTH UP 1 POINT FROM JULY

Credit growing considerably faster than debit -  #Inlfation",v visa inc august credit debit grew respectively point julycredit growing considerably faster debit inlfation,0.8587498664855957,NEGATIVE
2022-08-30 13:01:10+00:00,Cristia73129531,"Position in $V, although 186 was the cheapest price in graphic. According to WACC 8.21%, growth rate in 5 years 18.21%, revenue Q2 1.20%, to get price 287.68 with DCF. Getting extra boost from interest rates it would be good, bank industry will benefit from this. #Fed #inflation",position v although cheapest price graphic according wacc growth rate years revenue get price dcf getting extra boost interest rates would good bank industry benefit fed inflation,0.9878634214401245,NEGATIVE
2022-08-29 20:16:12+00:00,DividendDynasty,"A reminder of the difference time can make - what companies do you think will make up this list 10-20 years from now? 

I’ll start worry a few: 

$MSFT
$GOOGL
$BRK.A
$BABA
$V

#investing #StockMarket #stocks https://t.co/4KQ917kZTw",reminder difference time make companies think make list years ill start worry msftgooglbrkababavinvesting stockmarket stocks,0.9823822379112244,NEGATIVE
2022-08-29 08:09:20+00:00,momo_pro_alerts,"New Squeeze Now with Uvol only from Mometic    
$V",new squeeze uvol mometic v,0.8309760689735413,POSITIVE
2022-08-29 05:01:07+00:00,fad_nick,"$v!c!d3 has now been postponed from September 23rd to October 22nd, goodnight 🫶🏻 https://t.co/h2jDwI9fGh",postponed september october goodnight,0.9780156016349792,NEGATIVE
2022-08-28 20:30:59+00:00,Vikram7321,"TRADING STATS FROM today 
https://t.co/aKBj4BlsIo

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/oUCf1ObM9U",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-28 17:39:41+00:00,VendettaDAO_,"🎭Who's Mr. V from our VendettaDAO...🎭
It's always the question about the man with the mask!
You might know him as R.., don't yoshi think?⚡️
#VendettaDAO #Secret #Announcement $V",whos mr v vendettadao always question man maskyou might know r dont yoshi think vendettadao secret announcement v,0.963859498500824,NEGATIVE
2022-08-28 13:31:00+00:00,Tiger01255,"TRADING STATS FROM today 
https://t.co/rFUdY4xj2v

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/zaqK5SfBGK",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-28 13:29:56+00:00,Vinesh00518,"TRADING STATS FROM TODAY https://t.co/GmNbJpfaX2

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/NB8B09X7M3",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-27 17:37:40+00:00,RareSterling,"$WMT $M $JWM upper and middle guidance gave me all the puzzle 🧩 that I needed for retailers to raise my ⚠️ flag on consumers spending strength. Rising credit debt from $V is also ⚠️, housing collapse ⚠️, lots of stuff that I won’t be buying. Slowly as Wall Street 👉🤕🔨 $COMP https://t.co/PV7cUUu3JR",wmt jwm upper middle guidance gave puzzle needed retailers raise flag consumers spending strength rising credit debt v also housing collapse lots stuff wont buying slowly wall street comp,0.5778059959411621,NEGATIVE
2022-08-27 03:11:33+00:00,NrthStarCapital,"@blessboycap $V &amp; $MA -  Tax on global GDP and continued transition away from cash

$MSFT &amp; $AMZN - Outsourcing servers/storage",blessboycap v amp tax global gdp continued transition away cashmsft amp amzn outsourcing serversstorage,0.8100566267967224,POSITIVE
2022-08-26 20:55:16+00:00,Keanu5004,"TRADING STATS FROM today 
https://t.co/2wqaI8VY4v

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W $GSAT https://t.co/fQPrKLcyVx",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w gsat,0.7714460492134094,POSITIVE
2022-08-26 15:44:18+00:00,Tweetingsly,@SeekingAlpha Lol. In no way. $V will breakdown lateral support before spring '23 and it'll be all down hill from there. https://t.co/J4KxXSSohA,seekingalpha lol no way v breakdown lateral support spring itll hill,0.9979107975959778,NEGATIVE
2022-08-26 07:00:01+00:00,KingHon66418845,@zEtiennez @AltGemHunter $V from #Victory fo #VendettaDAO..,zetiennez altgemhunter v victory fo vendettadao,0.9567524194717407,NEGATIVE
2022-08-25 22:01:42+00:00,Vinesh00518,"TRADING STATS FROM TODAY https://t.co/GmNbJpfaX2

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/qFwm2M58ff",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-25 15:47:22+00:00,KarmaBaccAround,How many weeks do I need to swing $V to 195🤔 &amp; $MA to 327 maybe 9/16 … Looking from the daily..,many weeks need swing v amp maybe looking daily,0.7670694589614868,POSITIVE
2022-08-25 03:40:57+00:00,vanhurt1,"TRADING STATS FROM TODAY https://t.co/TTjZiDxn0Y

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/uApDGJHQFR",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-24 17:50:12+00:00,Dividend_Dollar,"8/ Visa $V

Tailwinds due to pent up Travel demand and strong performance in leisure activities from consumers. Also, data is showing more consumers turning to credit, which can be a positive AND a negative if they are unable to pay those bills.

Yield - 0.7%
5yr DGR - 18%",visa vtailwinds due pent travel demand strong performance leisure activities consumers also data showing consumers turning credit positive negative unable pay billsyield dgr,0.9009554386138916,NEGATIVE
2022-08-24 17:39:34+00:00,Vinesh00518,"TRADING STATS FROM TODAY https://t.co/GmNbJpfIMA

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/8M4TvXPbPn",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-24 17:33:56+00:00,JerryTraderHere,"~Get everything you NEED TO WIN!
https://t.co/Q403nilvD3
From Analysis to Top Alerts~

$DKNG $SOS 

$BYND $GILD $SRNE $SPX $V $MVIS https://t.co/Rz1Ul4cy5E",get everything need winfrom analysis top alertsdkng sos bynd gild srne spx v mvis,0.9896867871284485,POSITIVE
2022-08-24 12:14:06+00:00,MarketScalpel,"Consumer Finance selected stocks with relative strength line from top to bottom $V, $MA, $AXP https://t.co/oeBHpp7aqW",consumer finance selected stocks relative strength line top bottom v axp,0.9534482359886169,NEGATIVE
2022-08-24 11:47:51+00:00,long_equity,"@alexallwealth The rating agencies, payment companies and semiconductor companies.

If I had to pick one from each it would be $SPGI, $V and $CDNS",alexallwealth rating agencies payment companies semiconductor companiesif pick one would spgi v cdns,0.7448001503944397,NEGATIVE
2022-08-24 06:50:23+00:00,TEEELAZER,"$V $206.80

2–2⬇️ red week reversal flipped the

1 inside month from green to red #TheStrat https://t.co/f5sq4f7HUS",v red week reversal flipped inside month green red thestrat,0.9997879862785339,NEGATIVE
2022-08-24 03:44:34+00:00,EHNTOMOLOGIST,I want to tweet from the app but I’m so scared of getting $v$$3d,want tweet app im scared getting,0.9999055862426758,NEGATIVE
2022-08-24 00:36:59+00:00,peony_king,"@spacanpanman @pennycheck @chriskatje @elonmusk Consider the fall-out from the MindGeek ruling a few weeks ago: $V, $MA, and every other major corporation is ceasing to do business with them.

If it becomes apparent, that (a) Twitter is even more lax than MindGeek in content moderation, (b) hosting content",spacanpanman pennycheck chriskatje elonmusk consider fallout mindgeek ruling weeks ago v every major corporation ceasing business themif becomes apparent twitter even lax mindgeek content moderation b hosting content,0.9998581409454346,NEGATIVE
2022-08-23 21:17:55+00:00,Keanu5004,"TRADING STATS FROM TODAY https://t.co/2wqaI8VqeX

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/BWRbP60p5R",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-23 20:33:09+00:00,Vikram7321,"TRADING STATS FROM today 
https://t.co/aKBj4BlsIo

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/5gbsxhH4QV",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-23 20:12:50+00:00,JerryTraderHere,"~Get everything you NEED TO WIN!
https://t.co/Q403nilvD3
From Analysis to Top Alerts~

$DKNG $SOS 

$BYND $GILD $SRNE $SPX $V $MVIS https://t.co/3QMqgI74gy",get everything need winfrom analysis top alertsdkng sos bynd gild srne spx v mvis,0.9896867871284485,POSITIVE
2022-08-23 14:44:36+00:00,WoodEric0,"$LUDG- @LUDG_inc acquired valuable proprietary research data from a significant genetics firm.
https://t.co/scYBaIC39i
#medical $PFE $SNY $AZN $GSK $LLY $LUDG $V $SNY $NVS $JNJ $BMY #stocks #StocksToBuy #medicine #health #stock #OTC #pennystocks #OTCQb #OTCQX #healthcare #Bullish",ludg ludginc acquired valuable proprietary research data significant genetics firmmedical pfe sny azn gsk lly ludg v sny nvs jnj bmy stocks stockstobuy medicine health stock otc pennystocks otcqb otcqx healthcare bullish,0.7955339550971985,POSITIVE
2022-08-23 13:31:00+00:00,Tiger01255,"TRADING STATS FROM TODAY 
https://t.co/rFUdY4OUr5

$AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $SPX $SPY $TDOC $COST $ZM $NVDA $BYND $SNAP $TGT $PYPL $V $W https://t.co/FvdK97OKcg",trading stats today amzn aapl ba baba fb tsla msft roku nkla spx spy tdoc cost zm nvda bynd snap tgt pypl v w,0.8837704658508301,POSITIVE
2022-08-23 07:43:13+00:00,chin_investor,"From the late Dee Hock $V

“Life is not about control. 

It’s not about getting. 

It’s not about having. 

It’s not about knowing. 

It’s not even about being. 

Life is eternal, perpetual becoming, or it is nothing.”",late dee hock vlife not control not getting not not knowing not even life eternal perpetual becoming nothing,0.9944117665290833,NEGATIVE
2022-08-23 04:35:44+00:00,__OnlyOne_1,@JoeParys @VendettaDAO_ $V don’t miss this gem https://t.co/uiVpPgJBeU.     This picture is from token sniffer https://t.co/vLDj6quWWJ,joeparys vendettadao v dont miss gem picture token sniffer,0.916022777557373,NEGATIVE
2022-08-23 02:25:47+00:00,mathATb,"$X$, there exists a $G$-map from $P$ to the unit sphere $S(V)$ in $V$. [3/3 of https://t.co/lQDmye7yj8]",x exists gmap p unit sphere sv v,0.8572931289672852,NEGATIVE
2022-08-22 23:22:00+00:00,Thre3_Bucks,"Oh my, how the #StockMarket has evolved from 2000-2022, by market cap 📊

$AAPL $MSFT $GOOGL $AMZN $TSLA $BRK.A $UNH $META $V https://t.co/LEDuLYsaRa",oh stockmarket evolved market cap aapl msft googl amzn tsla brka unh meta v,0.7903099060058594,POSITIVE
2022-08-22 21:43:50+00:00,GraniteGods,Breaking News: back from the DL after $TSLA disaster Granite goes 4/5 with a triple as “The Bears 🐻” stomped $PEP $COIN $V $AAPL. Options are fun but OTCs are life changing $DPLS 🦖 $BRLL 🔋 $VXIT ⚠️ https://t.co/Y3atXmR1zm,breaking news back dl tsla disaster granite goes triple bears stomped pep coin v aapl options fun otcs life changing dpls brll vxit,0.7985334396362305,POSITIVE
2022-08-22 19:00:58+00:00,JerryTraderHere,"~Get everything you NEED TO WIN!
https://t.co/Q403nilvD3
From Analysis to Top Alerts~

$DKNG $SOS 

$BYND $GILD $SRNE $SPX $V $MVIS https://t.co/kGptXDb0Sg",get everything need winfrom analysis top alertsdkng sos bynd gild srne spx v mvis,0.9896867871284485,POSITIVE
