Date,User,Tweet,clean,probability,sentiment
2022-09-08 15:51:30+00:00,ciieonline,"Today, 30+ exhibitors from the Consumer Goods Exhibition Area, such as @KarcherME, @ProcterGamble, and @ZARA, and 17 exhibitors from the Trade in Services Exhibition Area such as @CushWake, @UPS and @DHLexpress met nearly 100 buyers during a matchmaking meeting for the #CIIE2022. https://t.co/lLeV7SzuuQ",today exhibitors consumer goods exhibition area karcherme proctergamble zara exhibitors trade services exhibition area cushwake ups dhlexpress met nearly buyers matchmaking meeting,0.9945328235626221,POSITIVE
2022-09-08 15:47:09+00:00,MoneyKickShow,@UPS PACKAGE SENT OUT ON 7/28 STILL NOT DELIVERED. FROM NJ TO NJ MY TRACKING SAYS DELAYED. WHATS GOING ON?,ups package sent still not delivered nj nj tracking says delayed whats going,0.9992172718048096,NEGATIVE
2022-09-08 15:45:58+00:00,UPS,"@Elephant1eye Hello, we are sorry to read that you are getting emails from scammers pretending to be UPS. You can learn how to prevent fraud by going to: https://t.co/QpgliPKhTT search for Fight Fraud &gt; Learn to Identify Fraud. Please forward this email to: fraud@ups.com. -Edwin https://t.co/KmFVUsGbfZ",hello sorry read getting emails scammers pretending ups learn prevent fraud going search fight fraud gt learn identify fraud please forward email fraudupscom edwin,0.9996052384376526,NEGATIVE
2022-09-08 15:44:34+00:00,pdan707,#ups @UPS Golf Clubs mailed from CA on 8/30 to Chapel Hill NC. Now unable to get updated status. Last tracked in Greensboro 9/4 &amp; still there. Weather or staffing delay? Who knows? Poor assistance response as there is no way to contact live customer service. Do better UPS!,ups ups golf clubs mailed ca chapel hill nc unable get updated status last tracked greensboro amp still weather staffing delay knows poor assistance response no way contact live customer service better ups,0.9994809031486511,NEGATIVE
2022-09-08 15:04:27+00:00,fgg_junie,@UPS why y'all trucks doesn't have air conditioning yet? I got 4 friend that's suffering from heart exhaustion but the money is awesome,ups yall trucks doesnt air conditioning yet got friend thats suffering heart exhaustion money awesome,0.9147912263870239,POSITIVE
2022-09-08 14:56:32+00:00,hanban_han,@UPS your customer service is a joke! You have stolen £274 from my partners account with no explanation. On calling (many times) you  ‘claim’ that the package dimensions were incorrect. They were not. We want our money back and no one will call us back. Someone respond to us!!!,ups customer service joke stolen partners account no explanation calling many times claim package dimensions incorrect not want money back no one call us back someone respond us,0.9991068243980408,NEGATIVE
2022-09-08 14:54:52+00:00,jefhar70,"Technically, this is listed as “shipped” from ⁦@OfficialNFLShop⁩ but ⁦@UPS⁩ system claims they don’t have it yet. https://t.co/BgqDEW5FwB",technically listed shipped officialnflshop ups system claims dont yet,0.9969358444213867,POSITIVE
2022-09-08 14:45:39+00:00,nickoli_101,"@UPS hi there, I purchased something from Italy which I am returning. I live in Scotland. The seller has sent me a pre-paid UPS sticker for the parcel. The UPS driver has refused to take this and said he needs an invoice. Can you please advise what I can do here???",ups hi purchased something italy returning live scotland seller sent prepaid ups sticker parcel ups driver refused take said needs invoice please advise,0.9813627004623413,NEGATIVE
2022-09-08 14:27:23+00:00,spankzilla85,"@UPS Heard back from this account, zero help. Definitely going to get my money back and will absolutely never use @UPS again.",ups heard back account zero help definitely going get money back absolutely never use ups,0.9997735619544983,NEGATIVE
2022-09-08 14:22:24+00:00,barrett_txt,Can any live person from @UPS reach out to me? Your automated phone system is 100% useless. (As they tend to be.),live person ups reach automated phone system useless tend,0.9997150301933289,NEGATIVE
2022-09-08 13:58:33+00:00,nogracenocase,Hey @UPS where’s my package? It was just coming from Acworth. How could y’all let me down like this?,hey ups wheres package coming acworth could yall let like,0.5096789002418518,POSITIVE
2022-09-08 13:55:32+00:00,Pierbridge,"As the busy holiday shipping season approaches, large shippers face additional costs in the form of annual peak season fees from @FedEx, @UPS, and @USPS. WHat can shippers do to keep the holiday season happy? Read more https://t.co/h9GqUKWaoL #finalmile #HolidayShipping",busy holiday shipping season approaches large shippers face additional costs form annual peak season fees fedex ups usps shippers keep holiday season happy read finalmile holidayshipping,0.5782813429832458,NEGATIVE
2022-09-08 13:12:57+00:00,spankzilla85,#AllMonstersAttack update - apparently “3 Day Select Shipping” from @UPS secretly means “4 Day Shipping and We Just Keep Your Extra Money LOL” so I may not have prints or comics on Friday. Definitely never using UPS again. I’ll be taking commissions though!,allmonstersattack update apparently day select shipping ups secretly means day shipping keep extra money lol may not prints comics friday definitely never using ups ill taking commissions though,0.993992269039154,NEGATIVE
2022-09-08 12:59:26+00:00,FaganKara,@carolinecprogro @FortuneMagazine @UPS They deserve a fair contract.  It's despicable to frame this in such a way to turn public sentiment from the drivers.,carolinecprogro fortunemagazine ups deserve fair contract despicable frame way turn public sentiment drivers,0.9903141856193542,NEGATIVE
2022-09-08 10:38:01+00:00,maythebae2,Like I get it I need the money for airplane tech school but cmon man @UPS please give us a raise. I honestly didn’t know I could sweat from my knees. I’m 23 I shouldn’t have back problems. Pleaseeee,like get need money airplane tech school cmon man ups please give us raise honestly didnt know could sweat knees im shouldnt back problems pleaseeee,0.9171256422996521,NEGATIVE
2022-09-08 10:04:20+00:00,viclassique,The rate at which telecommunication companies seize network without explanation is disheartening. Yesterday 07/09/2022 @MTNNG in Abuja was terrible and i had a virtual interview in my dream Company @UPS but I was not able to do that because of poor connectivity from my network.,rate telecommunication companies seize network without explanation disheartening yesterday mtnng abuja terrible virtual interview dream company ups not able poor connectivity network,0.9985030889511108,NEGATIVE
2022-09-08 09:48:35+00:00,Megs_Not_Here,@thepeacetweeter @UPS Literally would not have cared if they wouldn't have said it was being delivered the last two days. Just tell me from the beginning that yall don't know when it will get there.,thepeacetweeter ups literally would not cared wouldnt said delivered last two days tell beginning yall dont know get,0.9998995065689087,NEGATIVE
2022-09-08 09:37:36+00:00,Megs_Not_Here,"Tuesday - out for delivery
Wednesday  - out for delivery
Thursday - a delivery date will be given as soon as possible. 

How does it go from being on a truck out for delivery for 2 days and now it's Meh... whenever. 

Thanks @UPS",tuesday deliverywednesday deliverythursday delivery date given soon possible go truck delivery days meh whenever thanks ups,0.9872124791145325,NEGATIVE
2022-09-08 08:59:31+00:00,wstan11,@RepBillJohnson @UPS Thats great Bill!  Not many in office would try such a task. I hope you weren't to beat from the experiance.,repbilljohnson ups thats great bill not many office would try task hope werent beat experiance,0.8256917595863342,POSITIVE
2022-09-08 07:25:46+00:00,NoahGabrielleRi,I have been receiving messages like this from @UPS_Europe @UPS @UPS_UK @CarolBTome but since 49 days (20 July) already they have not delivered nor returned my package with 600 euros at stake. @CarolBTome is that @UPS_Europe under your leadership? https://t.co/9BHIMRuA63,receiving messages like upseurope ups upsuk carolbtome since days july already not delivered nor returned package euros stake carolbtome upseurope leadership,0.9985675811767578,NEGATIVE
2022-09-08 07:16:04+00:00,krazykitkatm,"@Susannah_Nix @UPS Also from what I was reading that $95k is only the most senior. So most don't earn that. Lies, damn lies, and statistics.",susannahnix ups also reading senior dont earn lies damn lies statistics,0.9973506927490234,NEGATIVE
2022-09-08 03:53:08+00:00,sorrylotuare,"@Amazon @UPS  A delivery that should have taken literally a few days is now LOST.  @AmazonHelp I was called by a ""Brian"" supervisor from Detroit and he made excuses.  I have not been contacted nor has the driver attempted delivery since.  #Accountability  UPS call ""Brian.""",amazon ups delivery taken literally days lost amazonhelp called brian supervisor detroit made excuses not contacted nor driver attempted delivery since accountability ups call brian,0.9968535304069519,NEGATIVE
2022-09-08 03:51:40+00:00,sorrylotuare,"@UPS
 #UPS So here is what happens when you try to get help from UPS.  They gaslight you and tell you it is your fault the driver would not get out of his truck and go to the parcel locker which every single other carrier did this week.  
@Amazon
, I STILL do not have my package.",ups ups happens try get help ups gaslight tell fault driver would not get truck go parcel locker every single carrier week amazon still not package,0.996259331703186,NEGATIVE
2022-09-08 03:42:21+00:00,Teamsters533,@getjimlittle @SputniksOutside @UPS And the work is very different from 40 years ago.,getjimlittle sputniksoutside ups work different years ago,0.8940399885177612,NEGATIVE
2022-09-08 03:42:07+00:00,kalyani_designs,"@UPS My son is working on his Boy Scouts Eagle Project and would like to ship education-related donations from the U.S. to Kasisi Home, an orphanage in Zambia. He spoke with a rep who quoted him $5000 for 60 pounds. Do you offer a discount for shipments to orgs. in need?",ups son working boy scouts eagle project would like ship educationrelated donations us kasisi home orphanage zambia spoke rep quoted pounds offer discount shipments orgs need,0.8925394415855408,NEGATIVE
2022-09-08 02:24:32+00:00,_imJK,"@UPS in Arlington might need to hire a new person, one of they employees threw my receipt at me (i know it’s paper but you purposely by passed my hand and tossed it on the counter doesn’t work for me) just know… I spoke from my diaphragm today🥲",ups arlington might need hire new person one employees threw receipt know paper purposely passed hand tossed counter doesnt work know spoke diaphragm today,0.9941582679748535,NEGATIVE
2022-09-08 02:20:14+00:00,outcheaqueenin,I won’t order items from stores that use @UPS  because their delivery personnel would rather say I’m not home because the don’t want to come up the stairs …. It’s just sad!,wont order items stores use ups delivery personnel would rather say im not home dont want come stairs sad,0.9959803819656372,NEGATIVE
2022-09-08 02:19:54+00:00,ednathomasx,@UPS PRIVATE MESSAGED YOU LIKE YOU ASKED AND WAITING FOR A RESPONSE... is pkginfo@ups.com a legit email? I just received an email from that email address of a package that has been rescheduled to be delivered this Saturday and I haven't ordered anything ....,ups private messaged like asked waiting response pkginfoupscom legit email received email email address package rescheduled delivered saturday havent ordered anything,0.9981784820556641,NEGATIVE
2022-09-08 01:50:28+00:00,ednathomasx,@UPS is pkginfo@ups.com a legit email? I just received an email from that email address of a package that has been rescheduled to be delivered this Saturday and I haven't ordered anything ....,ups pkginfoupscom legit email received email email address package rescheduled delivered saturday havent ordered anything,0.9964499473571777,NEGATIVE
2022-09-08 00:58:05+00:00,hacksawdugan,"@FedEx I can get deliveries from @UPS @USPS @OnTrac_Shipping and almost any other logistic service, but somehow @fedex is always an issue. You are the most unreliable, unpleasant service I have ever experienced in my life.",fedex get deliveries ups usps ontracshipping almost logistic service somehow fedex always issue unreliable unpleasant service ever experienced life,0.9714667797088623,NEGATIVE
2022-09-08 00:53:24+00:00,FedericoRubiano,"@UPS Pretends you to stay from 7am to 9pm waiting for a delivery you paid for and are waiting 2 days ago. When you try changing to picking it up at a location to finally get them, they CHARGE EXTRA.",ups pretends stay waiting delivery paid waiting days ago try changing picking location finally get charge extra,0.9757196307182312,NEGATIVE
2022-09-08 00:44:15+00:00,Bellonheels,2021 my newly released Pixel 6 was stolen from a @UPS facility during shipping. Last week @Google asked me to return my replacement phone for warranty repairs. It arrived at the UPS Nashville facility on Sept 1 and has not been seen since. Once again I've had to file a claim.,newly released pixel stolen ups facility shipping last week google asked return replacement phone warranty repairs arrived ups nashville facility sept not seen since ive file claim,0.9998482465744019,NEGATIVE
2022-09-07 23:44:27+00:00,RedSaid,"I'd rather a package arrive late than find a UPS driver dead from stroke at my doorstep. 

@UPS is valuing corp profits &amp; CEO's $27,000,000 check over drivers' right to humane work conditions + fair pay for all drivers. This is why unions matter.

Do what you gotta do @Teamsters. https://t.co/JcOuP4yVIk",id rather package arrive late find ups driver dead stroke doorstep ups valuing corp profits amp ceos check drivers right humane work conditions fair pay drivers unions matterdo gotta teamsters,0.896170437335968,NEGATIVE
2022-09-07 23:42:24+00:00,Eodyne1,"No surprise to see Fortune carrying water for the robber barons.
@UPS workers are striking because they want AC in their trucks after many of them have fallen ill from heat exhaustion and heat stroke. https://t.co/6Xdiqdl8lz",no surprise see fortune carrying water robber baronsups workers striking want ac trucks many fallen ill heat exhaustion heat stroke,0.9985144734382629,NEGATIVE
2022-09-07 23:37:24+00:00,pinklemonade73,It would be really awesome if @UPS would show up with my @HelloFresh order so I don't drop dead of food poisoning from raw chicken being in an unrefrigerated truck for 10+ hours today. Also why the fuck am I not getting updates from @UPS? I've requested them several times.,would really awesome ups would show hellofresh order dont drop dead food poisoning raw chicken unrefrigerated truck hours today also fuck not getting updates ups ive requested several times,0.9995912909507751,NEGATIVE
2022-09-07 23:12:01+00:00,ckroberts71,#STRIKE #STRIKE #STRIKE!! @UPS I'm cool with it. I just won't order anything from @amazon for a while. I can do that! I am happy to go on a #consumerstrike to stop the flood of cardboard we are swimming in and help those workers get some decent fucking conditions to work in! https://t.co/GCesiTH4Nq,strike strike strike ups im cool wont order anything amazon happy go consumerstrike stop flood cardboard swimming help workers get decent fucking conditions work,0.8903255462646484,NEGATIVE
2022-09-07 23:01:23+00:00,RadaOwen,"Hey @UPS, you might want to do something about your drivers that are stealing @aclfestival tickets from people and then “delivering” the empty envelope. It’s happened to my sister twice now and apparently it’s an issue throughout Austin.",hey ups might want something drivers stealing aclfestival tickets people delivering empty envelope happened sister twice apparently issue throughout austin,0.9984606504440308,NEGATIVE
2022-09-07 22:40:21+00:00,ybcharlie,.@UPS day 34. Still no feedback from you. See what I mean about your customer service?,ups day still no feedback see mean customer service,0.8924775719642639,POSITIVE
2022-09-07 22:29:26+00:00,VladaGelman,"@UPS Hi. I've been waiting for a package today that didn't arrive during the window listed on UPS app. Possible to check if it's still coming today? On the live map, the truck keeps driving around my area but then goes in the other direction from me.",ups hi ive waiting package today didnt arrive window listed ups app possible check still coming today live map truck keeps driving around area goes direction,0.8938739895820618,NEGATIVE
2022-09-07 22:23:10+00:00,ProTrader_Vini,"Nice reversals from TW0E Demand zone: $ADBE, $FDX, $UPS &amp; $IBM.

On the radar for Swing setups.

#SPY #TW0E #Daytrading #Alerts #SwingTrading https://t.co/gZFznbpevn",nice reversals demand zone adbe fdx ups amp ibmon radar swing setupsspy daytrading alerts swingtrading,0.9877043962478638,POSITIVE
2022-09-07 22:20:42+00:00,DavidCross914,"@UPS my package has been 30 minutes from my house for the past 4 days. Today it was on a truck roughly 3 minutes from my house. And guess what... IT WASN'T DELIVERED. It's not something that needs to be signed for, either. Can I just pick it up to avoid this bs again?",ups package minutes house past days today truck roughly minutes house guess wasnt delivered not something needs signed either pick avoid bs,0.9966270923614502,NEGATIVE
2022-09-07 21:52:44+00:00,MarylandMav,"@FortuneMagazine How about @UPS puts some fucking air conditioning in their trucks so they aren't collapsing from exhaustion. 

How about that?",fortunemagazine ups puts fucking air conditioning trucks arent collapsing exhaustion,0.9166643619537354,NEGATIVE
2022-09-07 21:44:43+00:00,MamaDeeinTN,"Thank you, @UPS for having employees who care about your customers! My delivery was made on time, into my hands, and with a smile! Your competitor could learn a thing or two from you! 🤗🤗🤗",thank ups employees care customers delivery made time hands smile competitor could learn thing two,0.9525960087776184,POSITIVE
2022-09-07 21:37:26+00:00,maggiefox,Just printing some documents in duplicate from my phone to in-person self-clear a shipment that got waylaid. Because it’s 2022. And FYI if @UPS is your customs broker it’s ONLY for packages *they* ship. This is fine. https://t.co/jcq7dnagxq,printing documents duplicate phone inperson selfclear shipment got waylaid fyi ups customs broker packages ship fine,0.8843876719474792,NEGATIVE
2022-09-07 21:22:04+00:00,RichSmithFool,"Today at #DOD:
$PFE receives a $4.85B order from the Army for PAXLOVID Covid pills.
Several airlines including $FDX and $UPS share in $63.5M USTRANSCOM contract for heavyweight delivery services.
$RTX gets $37.7M to repair F/A-18 APG-65/73 radar systems.
https://t.co/IcUfN8l0Nq",today dodpfe receives order army paxlovid covid pillsseveral airlines including fdx ups share ustranscom contract heavyweight delivery servicesrtx gets repair radar systems,0.7829228639602661,POSITIVE
2022-09-07 21:14:10+00:00,metallan97,@UPS There is no tracking number yet because The UPS Store from San Angelo was supposed to pack the items first. They simply decided to charge me an abusive price and I did not accept. Once I told I was going to stop by to take my items somewhere else they said NO and called the cops!,ups no tracking number yet ups store san angelo supposed pack items first simply decided charge abusive price not accept told going stop take items somewhere else said no called cops,0.9996565580368042,NEGATIVE
2022-09-07 20:47:07+00:00,_KieroKuso,"Wow did that, nada. 

Sweet. About what I expect from @UPS. I feel SO helped. https://t.co/CpvT8XnnvN",wow nada sweet expect ups feel helped,0.9241091012954712,POSITIVE
2022-09-07 20:46:21+00:00,gooning_out,Why does the tracking say my package is delayed due to the situation in Ukraine?  My package is shipping from PA.  @UPS,tracking say package delayed due situation ukraine package shipping pa ups,0.9920847415924072,NEGATIVE
2022-09-07 20:35:46+00:00,lynngotts,Hey @ups here is a map from the distribution center to the access point that your team can’t seem to find. It’s 12 minutes and 2 turns. Do better. https://t.co/reNzvPloMy,hey ups map distribution center access point team cant seem find minutes turns better,0.8142243027687073,POSITIVE
2022-09-07 20:34:09+00:00,Charles73446312,"How I received the shoes from Patta and ship them out vs. how they show up to @tradeblock_us. Now I’m on the hook, held accountable…will probably be out the fee because the guy I’m trading with doesn’t want em (can’t blame him). @UPS wtf happened to my box?!?😡🤬
#neveragain https://t.co/j0goHpxABk",received shoes patta ship vs show tradeblockus im hook held accountablewill probably fee guy im trading doesnt want em cant blame ups wtf happened box neveragain,0.999514102935791,NEGATIVE
2022-09-07 20:22:05+00:00,lynngotts,What gives @ups. This Access Point is open and 15 minutes from your distribution center. Why did you decide at 10:14p it could not be delivered. This is some LaserShip level fuckery. https://t.co/nfEI7Iqus9,gives ups access point open minutes distribution center decide could not delivered lasership level fuckery,0.9963384866714478,NEGATIVE
2022-09-07 20:08:21+00:00,jalonso0900,"Current positions, with new additions from my stalking list:

$RIVN legacy
$AAPL u\w
$TGT (sold half and raised the stop on the rest to be+)
$AMGN u\w
$VRTX u\w
$SBUX new
$TSLA new
$UPS new
$PLUG new
$TAN new

u\w = underwater

#090722",current positions new additions stalking listrivn legacyaapl uwtgt sold half raised stop rest beamgn uwvrtx uwsbux newtsla newups newplug newtan newuw underwater,0.9394412040710449,NEGATIVE
2022-09-07 19:54:57+00:00,jimminnycricket,@UPS AND A SNAPSHOT OF THE TEXT FROM THE VOICEMAIL AND THE PHONE NUMBER OF YOUR STORE?!?,ups snapshot text voicemail phone number store,0.8389771580696106,NEGATIVE
2022-09-07 19:14:18+00:00,PhotosByCG13,"Havent figured out the point of choosing @UPS for shipping as they drop it off to @USPS who then never delivers the package,  has no person to contact and is all automated...3 blocks from post office and they still cant deliver...reasons to use @FedEx for everything",havent figured point choosing ups shipping drop usps never delivers package no person contact blocks post office still cant deliverreasons use fedex everything,0.9977825284004211,NEGATIVE
2022-09-07 18:10:29+00:00,SwingTradeBot,Reversed from Down today: $VYGG $SHG $UPS $KEX $DB $EPP $KHC $SLX ... https://t.co/uuYYhupj1A,reversed today vygg shg ups kex db epp khc slx,0.9955808520317078,NEGATIVE
2022-09-07 18:02:44+00:00,labellamrs,@UPS I was supposed to receive a package at 10:30 AM from an office 2 hours away from our satellite office. Unacceptable. This is an urgent package which was sent to me overnight. We need the package today before 5:00 pm,ups supposed receive package office hours away satellite office unacceptable urgent package sent overnight need package today pm,0.8241172432899475,NEGATIVE
2022-09-07 17:51:34+00:00,ladylarkavin,@UPS How about you deliver air conditioning to your drivers so they don’t die from heat stroke.,ups deliver air conditioning drivers dont die heat stroke,0.9993278980255127,POSITIVE
2022-09-07 17:45:54+00:00,JaywalkingGames,"⛔️The Lows 🥺

Involuntary withdrawal from high dose Vyvanse (8/10-8/24) &amp; Cymbalta (8/24-Current) courtesy a broken Federal &amp; State Govenerment system (GG State of Texas, @USPS and @UPS ! You may have just consigned me to a grand mal!)

With Express Refill/Shipping, too.! 🧵 https://t.co/hHnoIqn1C3",lows involuntary withdrawal high dose vyvanse amp cymbalta courtesy broken federal amp state govenerment system gg state texas usps ups may consigned grand malwith express refillshipping,0.9962366223335266,NEGATIVE
2022-09-07 17:39:15+00:00,Katy_L_Wood,"Just had someone claiming to be from @UPS customs call me SEVERAL times, yell at me about...something?, and then hang up on me when I requested to speak to a manager. And it was not spam, because she was describing a package I had sent from my store. So this is fun.",someone claiming ups customs call several times yell aboutsomething hang requested speak manager not spam describing package sent store fun,0.9923805594444275,NEGATIVE
2022-09-07 17:21:48+00:00,GonzGovConsult,"@FedExHelp @UPS Or maybe you could just refrain from passing off a lie- since this is now the third time this has happened to our household when we have ordered perishable food for a priority overnight delivery when @FedEx is the delivery service.

This has never happened with @UPS.",fedexhelp ups maybe could refrain passing lie since third time happened household ordered perishable food priority overnight delivery fedex delivery servicethis never happened ups,0.9979504942893982,NEGATIVE
2022-09-07 17:21:48+00:00,samz0mbie,"Well, @UPS “lost” my package after telling me it’s out for delivery yesterday, Friday AND Thurs.  Don’t buy anything from @BestBuyCanada if you actually want it delivered. UPS is a joke. https://t.co/362J29rQjm",well ups lost package telling delivery yesterday friday thurs dont buy anything bestbuycanada actually want delivered ups joke,0.9992699027061462,NEGATIVE
2022-09-07 17:19:16+00:00,EternallyBlack,"@UPS charging your customer to print your own shipping labels now, which we need to ship your box. That’s the first &amp; last time. Never again. USPS or FedEx from now on.",ups charging customer print shipping labels need ship box thats first amp last time never usps fedex,0.9978752136230469,POSITIVE
